store_name,state,store_id,category,week_end_date,sales,price,base_price,feature,display,tpr_only
HAMILTON,OH,25021,FROZEN PIZZA,16-Feb-11,1295.13,5.79,6.28,0,0.36,0.18
HAMILTON,OH,25021,FROZEN PIZZA,16-Jun-10,1214.67,5.44,5.96,0.27,0,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Aug-11,1198.96,5.2,5.52,0.33,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Feb-10,839.72,6.02,6.02,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Jun-09,687.79,5.64,5.64,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,18-Aug-10,1397.92,4.85,6.01,0.43,0,0.43
HAMILTON,OH,25021,FROZEN PIZZA,18-Feb-09,1048.58,5.11,5.6,0,0.22,0.11
HAMILTON,OH,25021,FROZEN PIZZA,18-May-11,1190.11,5.74,6.32,0.25,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,19-Aug-09,614.91,5.74,5.74,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,19-May-10,703.45,6.04,6.08,0,0,0.09
HAMILTON,OH,25021,FROZEN PIZZA,20-Apr-11,790.47,5.97,5.97,0,0.2,0
HAMILTON,OH,25021,FROZEN PIZZA,20-Jul-11,1009.83,5.41,6.15,0,0.25,0.25
HAMILTON,OH,25021,FROZEN PIZZA,20-May-09,799.49,5.45,5.45,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,21-Apr-10,981.99,5.67,6.02,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,21-Dec-11,873.36,5.49,5.49,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,21-Jul-10,847.45,5.61,5.83,0,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,22-Apr-09,974.5,5.32,5.57,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,22-Dec-10,1171.5,5.67,5.67,0,0.1,0
HAMILTON,OH,25021,FROZEN PIZZA,22-Jul-09,847.28,5.46,5.89,0,0,0.56
HAMILTON,OH,25021,FROZEN PIZZA,22-Jun-11,841.24,5.82,6.26,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,23-Dec-09,1075.65,5.44,6.07,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,23-Feb-11,1115.22,5.69,6.31,0.33,0.22,0
HAMILTON,OH,25021,FROZEN PIZZA,23-Jun-10,1067.81,5.11,6.09,0.5,0,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Aug-11,838.43,5.75,6.01,0,0,0.27
HAMILTON,OH,25021,FROZEN PIZZA,24-Feb-10,679.01,5.96,5.96,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Jun-09,797.67,5.44,5.52,0,0,0.13
HAMILTON,OH,25021,FROZEN PIZZA,25-Aug-10,1572.67,4.94,6,0.38,0.38,0.38
HAMILTON,OH,25021,FROZEN PIZZA,25-Feb-09,770.06,5.73,5.73,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,25-May-11,718.93,5.6,6.09,0,0,0.38
HAMILTON,OH,25021,FROZEN PIZZA,26-Aug-09,1432.99,5.04,5.74,0.75,0.63,0
HAMILTON,OH,25021,FROZEN PIZZA,26-May-10,627.66,5.95,5.95,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,27-Apr-11,719.32,5.95,5.95,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,27-Jul-11,947.62,5.25,6.15,0.3,0,0.1
HAMILTON,OH,25021,FROZEN PIZZA,27-May-09,888.98,5.33,5.78,0.38,0.13,0.13
HAMILTON,OH,25021,FROZEN PIZZA,28-Apr-10,721.75,6.02,6.02,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,28-Dec-11,851.23,5.45,5.45,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,28-Jul-10,768,5.78,6.04,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,29-Apr-09,946.4,5.33,5.55,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,29-Dec-10,1260.67,5.78,5.76,0,0.3,0
HAMILTON,OH,25021,FROZEN PIZZA,29-Jul-09,727.29,5.9,5.99,0,0,0.13
HAMILTON,OH,25021,FROZEN PIZZA,29-Jun-11,1016.46,5.15,6.25,0.3,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,30-Dec-09,1110.39,5.46,6.07,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,30-Jun-10,554.2,5.75,5.75,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,31-Aug-11,783.47,5.69,5.97,0,0,0.3
HYDE PARK,OH,24991,FROZEN PIZZA,14-janv-09,1554.4,5.26,5.57,0.33,0,0.33
HYDE PARK,OH,24991,FROZEN PIZZA,21-janv-09,1560.23,5.26,5.57,0.33,0,0.33
HYDE PARK,OH,24991,FROZEN PIZZA,28-janv-09,1499.23,5.34,5.56,0.33,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-mars-09,830.72,5.71,5.71,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,11-mars-09,1912.16,4.76,5.6,0.33,0,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,18-mars-09,2094.13,4.78,5.57,0.33,0.22,0
HYDE PARK,OH,24991,FROZEN PIZZA,25-mars-09,1822.99,4.8,5.6,0,0,0.33
HYDE PARK,OH,24991,FROZEN PIZZA,02-sept-09,1555.24,5.32,5.9,0,0.67,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-sept-09,952.63,6.16,6.16,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,16-sept-09,1086.75,6.16,6.22,0,0,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,23-sept-09,2046.99,5.06,6.21,0.33,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,30-sept-09,1851.26,5.09,6.22,0.33,0.33,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,07-oct-09,1581.1,5.17,6.09,0,0.33,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,14-oct-09,2176.92,4.76,6.04,0.33,0.56,0
HYDE PARK,OH,24991,FROZEN PIZZA,21-oct-09,1845.22,5.55,6.01,0.33,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,28-oct-09,1128.1,5.98,5.98,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-nov-09,1142.76,5.82,5.99,0,0,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,11-nov-09,1156.69,6.02,6.02,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,18-nov-09,2200.44,5.2,6.05,0.33,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,25-nov-09,1771.88,5.21,6.03,0,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,06-janv-10,2500,4.66,6.05,0.67,0.67,0
HYDE PARK,OH,24991,FROZEN PIZZA,13-janv-10,2500,4.67,6.05,0.33,0.56,0
HYDE PARK,OH,24991,FROZEN PIZZA,20-janv-10,1557.06,5.41,6.02,0,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,27-janv-10,1706.61,5.39,6.04,0.33,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,03-mars-10,1631.16,5.47,5.9,0.33,0.11,0
HYDE PARK,OH,24991,FROZEN PIZZA,10-mars-10,1858.3,5,5.89,0.33,0.11,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,17-mars-10,1097.84,5.16,6.1,0.38,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,24-mars-10,1830.01,5.11,5.95,0.33,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,31-mars-10,1812.35,5.43,6.1,0.27,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,01-sept-10,1361.53,5.39,5.93,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,08-sept-10,1432.89,5.38,5.93,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,15-sept-10,1661.36,5.4,5.95,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,22-sept-10,2069.57,5.34,5.94,0.27,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,29-sept-10,1949.5,4.75,5.93,0.27,0.27,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,06-oct-10,1999.53,4.6,5.93,0.27,0.27,0.55
HYDE PARK,OH,24991,FROZEN PIZZA,13-oct-10,2166.84,5.09,5.9,0.27,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,20-oct-10,1756.91,5.07,5.88,0.27,0.09,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,27-oct-10,1863.02,5.09,5.87,0.27,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,03-nov-10,2012.81,5.13,5.9,0.27,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,10-nov-10,1507.13,5.78,5.9,0,0,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,17-nov-10,1520.56,5.78,5.78,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,24-nov-10,1731.36,5.37,5.75,0.27,0.09,0
HYDE PARK,OH,24991,FROZEN PIZZA,05-janv-11,1553.99,5.77,5.77,0,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-janv-11,1779.66,5.77,5.77,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,19-janv-11,1877.57,5.68,6.28,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,26-janv-11,1128.73,5.71,6.31,0.27,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-mars-11,1765.52,5.88,6.31,0,0.08,0.17
HYDE PARK,OH,24991,FROZEN PIZZA,09-mars-11,2404.91,5.32,6.28,0.25,0.25,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,16-mars-11,2303.98,5.37,6.33,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,23-mars-11,2017.18,5.37,6.32,0.25,0.08,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,30-mars-11,2022.93,5.36,6.32,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,07-sept-11,1589.23,5.53,6.14,0,0,0.5
HYDE PARK,OH,24991,FROZEN PIZZA,14-sept-11,2128.98,5.52,6.13,0,0.25,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,21-sept-11,2236.72,5.61,6.04,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,28-sept-11,2064.81,5.59,6.02,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,05-oct-11,2077.24,5.15,5.78,0,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-oct-11,2003.84,5.17,5.78,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,19-oct-11,1404.95,5.9,5.96,0,0,0.08
HYDE PARK,OH,24991,FROZEN PIZZA,26-oct-11,1240.54,5.93,5.93,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-nov-11,1386.68,5.96,5.96,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-nov-11,2006.93,5.38,5.96,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,16-nov-11,2089.39,5.2,5.79,0.25,0.17,0
HYDE PARK,OH,24991,FROZEN PIZZA,23-nov-11,2050.93,5.74,5.81,0.25,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,30-nov-11,1719.63,5.73,5.8,0.25,0.17,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-janv-12,2357.39,5.1,5.94,0.75,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,01-Apr-09,1670.8,5.26,5.44,0.33,0.22,0
HYDE PARK,OH,24991,FROZEN PIZZA,01-Dec-10,1444.5,5.41,5.8,0.27,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,01-Jul-09,1146.33,5.22,5.57,0,0,0.44
HYDE PARK,OH,24991,FROZEN PIZZA,01-Jun-11,1231.13,5.91,6.24,0,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,02-Dec-09,1513.42,5.11,6.01,0,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,02-Feb-11,1875.82,5.68,6.23,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-Jun-10,1122.71,6,6,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,03-Aug-11,1968.04,5.15,6.01,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,03-Feb-10,1095.61,5.85,5.85,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,03-Jun-09,1343.84,5.18,5.54,0.33,0.11,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-Aug-10,1382.08,5.96,6.17,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,04-Feb-09,1540.8,5.33,5.57,0,0,0.33
HYDE PARK,OH,24991,FROZEN PIZZA,04-May-11,2061.74,5.34,6.06,0.5,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,05-Aug-09,922.38,5.94,5.94,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,05-May-10,1612.01,5.73,6.07,0.27,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,06-Apr-11,1168.67,6.05,6.13,0,0,0.08
HYDE PARK,OH,24991,FROZEN PIZZA,06-Jul-11,2308.65,5.12,6.47,0.5,0.5,0.08
HYDE PARK,OH,24991,FROZEN PIZZA,06-May-09,1386.93,5.33,5.55,0.33,0.22,0
HYDE PARK,OH,24991,FROZEN PIZZA,07-Apr-10,1829.85,5.41,6.05,0.27,0.55,0
HYDE PARK,OH,24991,FROZEN PIZZA,07-Dec-11,1613.57,5.79,5.79,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,07-Jul-10,1239.21,5.87,5.87,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,08-Apr-09,1740.89,5.29,5.47,0.33,0.22,0
HYDE PARK,OH,24991,FROZEN PIZZA,08-Dec-10,2690.15,4.95,5.78,0,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,08-Jul-09,1722.66,4.74,5.56,0.33,0.33,0.44
HYDE PARK,OH,24991,FROZEN PIZZA,08-Jun-11,1662.34,5.83,6.34,0.25,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,09-Dec-09,1293.4,5.99,5.99,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-Feb-11,2557.28,5.7,6.24,0.27,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-Jun-10,1186.88,5.93,6.01,0,0,0.09
HYDE PARK,OH,24991,FROZEN PIZZA,10-Aug-11,1820.03,5.78,6.02,0.25,0.08,0
HYDE PARK,OH,24991,FROZEN PIZZA,10-Feb-10,1361.69,5.99,5.99,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,10-Jun-09,1165.86,5.48,5.48,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,11-Aug-10,1315.51,5.95,6.16,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,11-Feb-09,0,5.1,5.58,0.33,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,11-May-11,1869.39,5.7,6.27,0.25,0.17,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-Aug-09,945.65,5.94,5.94,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-May-10,1453.78,5.72,6.07,0,0.18,0.09
HYDE PARK,OH,24991,FROZEN PIZZA,13-Apr-11,1401.43,6.05,6.05,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,13-Jul-11,2341.73,5.12,6.31,0.5,0.5,0
HYDE PARK,OH,24991,FROZEN PIZZA,13-May-09,1524.45,5.33,5.56,0.33,0.33,0
