store_name,state,store_id,category,week_end_date,sales,price,base_price,feature,display,tpr_only
HYDE PARK,OH,24991,FROZEN PIZZA,23-Sep-09,1244.99,5.06,6.21,0.33,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,30-Sep-09,1074.26,5.09,6.22,0.33,0.33,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,07-Oct-09,911.1,5.17,6.09,0,0.33,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,14-Oct-09,1273.92,4.76,6.04,0.33,0.56,0
HYDE PARK,OH,24991,FROZEN PIZZA,21-Oct-09,1136.22,5.55,6.01,0.33,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,28-Oct-09,726.1,5.98,5.98,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-Nov-09,680.76,5.82,5.99,0,0,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,11-Nov-09,758.69,6.02,6.02,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,18-Nov-09,1412.44,5.2,6.05,0.33,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,25-Nov-09,1083.88,5.21,6.03,0,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,02-Dec-09,815.42,5.11,6.01,0,0.33,0.22
HYDE PARK,OH,24991,FROZEN PIZZA,09-Dec-09,892.4,5.99,5.99,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,16-Dec-09,1101.65,5.45,6.05,0.33,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,23-Dec-09,1116.4,5.43,6.05,0,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,30-Dec-09,805.69,5.45,6.05,0.33,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,06-Jan-10,2141.17,4.66,6.05,0.67,0.67,0
HYDE PARK,OH,24991,FROZEN PIZZA,13-Jan-10,2100.53,4.67,6.05,0.33,0.56,0
HYDE PARK,OH,24991,FROZEN PIZZA,20-Jan-10,933.06,5.41,6.02,0,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,27-Jan-10,1146.61,5.39,6.04,0.33,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,03-Feb-10,680.61,5.85,5.85,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,10-Feb-10,960.69,5.99,5.99,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,17-Feb-10,883.51,6,6,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,24-Feb-10,860.43,5.98,5.98,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,03-Mar-10,1024.16,5.47,5.9,0.33,0.11,0
HYDE PARK,OH,24991,FROZEN PIZZA,10-Mar-10,1182.3,5,5.89,0.33,0.11,0.11
HYDE PARK,OH,24991,FROZEN PIZZA,17-Mar-10,374.84,5.16,6.1,0.38,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,24-Mar-10,1077.01,5.11,5.95,0.33,0.33,0
HYDE PARK,OH,24991,FROZEN PIZZA,31-Mar-10,1139.35,5.43,6.1,0.27,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,07-Apr-10,1014.85,5.41,6.05,0.27,0.55,0
HYDE PARK,OH,24991,FROZEN PIZZA,14-Apr-10,681.73,5.78,6.1,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,21-Apr-10,819.11,5.82,6.1,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,28-Apr-10,654.23,6.03,6.09,0,0,0.09
HYDE PARK,OH,24991,FROZEN PIZZA,05-May-10,1104.01,5.73,6.07,0.27,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-May-10,917.78,5.72,6.07,0,0.18,0.09
HYDE PARK,OH,24991,FROZEN PIZZA,19-May-10,685.81,6.04,6.04,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,26-May-10,582.27,6.08,6.08,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-Jun-10,722.71,6,6,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-Jun-10,761.88,5.93,6.01,0,0,0.09
HYDE PARK,OH,24991,FROZEN PIZZA,16-Jun-10,1428.38,5.46,5.99,0.27,0.09,0
HYDE PARK,OH,24991,FROZEN PIZZA,23-Jun-10,1100.21,5.48,6.02,0.27,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,30-Jun-10,699.28,5.82,5.82,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,07-Jul-10,826.21,5.87,5.87,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,14-Jul-10,1318.41,5.23,5.86,0.27,0.09,0.09
HYDE PARK,OH,24991,FROZEN PIZZA,21-Jul-10,1030.31,5.59,5.83,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,28-Jul-10,708.96,5.94,6.16,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,04-Aug-10,924.08,5.96,6.17,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,11-Aug-10,856.51,5.95,6.16,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,18-Aug-10,1152.18,5.4,6.16,0.27,0.09,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,25-Aug-10,1209.47,5.38,6.08,0.27,0.18,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,01-Sep-10,846.53,5.39,5.93,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,08-Sep-10,916.89,5.38,5.93,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,15-Sep-10,1147.36,5.4,5.95,0,0,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,22-Sep-10,1387.57,5.34,5.94,0.27,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,29-Sep-10,1154.5,4.75,5.93,0.27,0.27,0.27
HYDE PARK,OH,24991,FROZEN PIZZA,06-Oct-10,1133.53,4.6,5.93,0.27,0.27,0.55
HYDE PARK,OH,24991,FROZEN PIZZA,13-Oct-10,1423.84,5.09,5.9,0.27,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,20-Oct-10,1101.91,5.07,5.88,0.27,0.09,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,27-Oct-10,1120.02,5.09,5.87,0.27,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,03-Nov-10,1273.81,5.13,5.9,0.27,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,10-Nov-10,1049.13,5.78,5.9,0,0,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,17-Nov-10,1098.56,5.78,5.78,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,24-Nov-10,1142.36,5.37,5.75,0.27,0.09,0
HYDE PARK,OH,24991,FROZEN PIZZA,01-Dec-10,904.5,5.41,5.8,0.27,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,08-Dec-10,2014.15,4.95,5.78,0,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,15-Dec-10,1852.63,4.94,5.79,0.55,0.27,0.18
HYDE PARK,OH,24991,FROZEN PIZZA,22-Dec-10,1090.38,5.78,5.79,0,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,29-Dec-10,1046.03,5.76,5.77,0,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,05-Jan-11,1040.99,5.77,5.77,0,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-Jan-11,1221.66,5.77,5.77,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,19-Jan-11,1310.57,5.68,6.28,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,26-Jan-11,618.73,5.71,6.31,0.27,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-Feb-11,1308.82,5.68,6.23,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-Feb-11,1956.28,5.7,6.24,0.27,0.18,0
HYDE PARK,OH,24991,FROZEN PIZZA,16-Feb-11,1193.3,5.74,6.21,0,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,23-Feb-11,1097.84,5.81,6.3,0.27,0.27,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-Mar-11,1279.52,5.88,6.31,0,0.08,0.17
HYDE PARK,OH,24991,FROZEN PIZZA,09-Mar-11,1686.91,5.32,6.28,0.25,0.25,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,16-Mar-11,1630.98,5.37,6.33,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,23-Mar-11,1389.18,5.37,6.32,0.25,0.08,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,30-Mar-11,1348.93,5.36,6.32,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,06-Apr-11,757.67,6.05,6.13,0,0,0.08
HYDE PARK,OH,24991,FROZEN PIZZA,13-Apr-11,1006.43,6.05,6.05,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,20-Apr-11,588.01,6.06,6.06,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,27-Apr-11,878.78,6.06,6.06,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-May-11,1320.74,5.34,6.06,0.5,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,11-May-11,1279.39,5.7,6.27,0.25,0.17,0
HYDE PARK,OH,24991,FROZEN PIZZA,18-May-11,1345.25,5.76,6.32,0.25,0.08,0
HYDE PARK,OH,24991,FROZEN PIZZA,25-May-11,678.65,5.74,6.2,0,0,0.33
HYDE PARK,OH,24991,FROZEN PIZZA,01-Jun-11,772.13,5.91,6.24,0,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,08-Jun-11,1120.34,5.83,6.34,0.25,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,15-Jun-11,1272.13,5.84,6.37,0.25,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,22-Jun-11,867.48,6.02,6.37,0,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,29-Jun-11,1114.36,5.5,6.43,0.25,0.17,0.17
HYDE PARK,OH,24991,FROZEN PIZZA,06-Jul-11,1404.65,5.12,6.47,0.5,0.5,0.08
HYDE PARK,OH,24991,FROZEN PIZZA,13-Jul-11,1453.73,5.12,6.31,0.5,0.5,0
HYDE PARK,OH,24991,FROZEN PIZZA,20-Jul-11,1141.88,5.49,6.3,0,0.25,0.17
HYDE PARK,OH,24991,FROZEN PIZZA,27-Jul-11,945.37,5.36,6.27,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,03-Aug-11,1273.04,5.15,6.01,0.25,0.17,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,10-Aug-11,1283.03,5.78,6.02,0.25,0.08,0
HYDE PARK,OH,24991,FROZEN PIZZA,17-Aug-11,1404.91,5.76,5.99,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,24-Aug-11,940.9,5.89,6.13,0,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,31-Aug-11,814.22,5.88,6.12,0,0,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,07-Sep-11,1042.23,5.53,6.14,0,0,0.5
HYDE PARK,OH,24991,FROZEN PIZZA,14-Sep-11,1505.98,5.52,6.13,0,0.25,0.25
HYDE PARK,OH,24991,FROZEN PIZZA,21-Sep-11,1597.72,5.61,6.04,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,28-Sep-11,1423.81,5.59,6.02,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,05-Oct-11,1467.24,5.15,5.78,0,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,12-Oct-11,1320.84,5.17,5.78,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,19-Oct-11,978.95,5.9,5.96,0,0,0.08
HYDE PARK,OH,24991,FROZEN PIZZA,26-Oct-11,833.54,5.93,5.93,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,02-Nov-11,982.68,5.96,5.96,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,09-Nov-11,1344.93,5.38,5.96,0.25,0.25,0
HYDE PARK,OH,24991,FROZEN PIZZA,16-Nov-11,1449.39,5.2,5.79,0.25,0.17,0
HYDE PARK,OH,24991,FROZEN PIZZA,23-Nov-11,1549.93,5.74,5.81,0.25,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,30-Nov-11,1132.63,5.73,5.8,0.25,0.17,0
HYDE PARK,OH,24991,FROZEN PIZZA,07-Dec-11,1192.57,5.79,5.79,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,14-Dec-11,1104.82,5.79,5.79,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,21-Dec-11,980.45,6.03,6.03,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,28-Dec-11,613.1,5.94,5.94,0,0,0
HYDE PARK,OH,24991,FROZEN PIZZA,04-Jan-12,1477.39,5.1,5.94,0.75,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,14-Jan-09,584.45,5.26,5.61,0.33,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,21-Jan-09,591.86,5.26,5.61,0.33,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,28-Jan-09,416.61,5.05,5.34,0.43,0.29,0
HAMILTON,OH,25021,FROZEN PIZZA,04-Feb-09,452.59,5.32,5.55,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,11-Feb-09,501.55,5.1,5.59,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,18-Feb-09,427.58,5.11,5.6,0,0.22,0.11
HAMILTON,OH,25021,FROZEN PIZZA,25-Feb-09,343.06,5.73,5.73,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,04-Mar-09,100.37,4.89,4.89,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,11-Mar-09,628.78,4.83,5.62,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,18-Mar-09,662.82,4.81,5.61,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,25-Mar-09,363.44,4.81,5.61,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,01-Apr-09,355.21,5.01,5.17,0.43,0.43,0
HAMILTON,OH,25021,FROZEN PIZZA,08-Apr-09,697.96,5.29,5.45,0.33,0,0
HAMILTON,OH,25021,FROZEN PIZZA,15-Apr-09,657.5,5.33,5.56,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,22-Apr-09,407.5,5.32,5.57,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,29-Apr-09,380.4,5.33,5.55,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,06-May-09,560.55,5.33,5.55,0.33,0.22,0
HAMILTON,OH,25021,FROZEN PIZZA,13-May-09,649.23,5.39,5.6,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,20-May-09,344.49,5.45,5.45,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,27-May-09,216.98,5.33,5.78,0.38,0.13,0.13
HAMILTON,OH,25021,FROZEN PIZZA,03-Jun-09,208.65,5.09,5.36,0.29,0.14,0
HAMILTON,OH,25021,FROZEN PIZZA,10-Jun-09,384.87,5.42,5.42,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Jun-09,251.79,5.64,5.64,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Jun-09,315.67,5.44,5.52,0,0,0.13
HAMILTON,OH,25021,FROZEN PIZZA,01-Jul-09,253.97,5.41,5.68,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,08-Jul-09,747.46,4.83,5.7,0.33,0.33,0.44
HAMILTON,OH,25021,FROZEN PIZZA,15-Jul-09,809.97,4.87,5.71,0.33,0.22,0.33
HAMILTON,OH,25021,FROZEN PIZZA,22-Jul-09,281.28,5.46,5.89,0,0,0.56
HAMILTON,OH,25021,FROZEN PIZZA,29-Jul-09,291.29,5.9,5.99,0,0,0.13
HAMILTON,OH,25021,FROZEN PIZZA,05-Aug-09,217.59,5.94,5.94,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,12-Aug-09,298.99,5.94,5.94,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,19-Aug-09,188.91,5.74,5.74,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,26-Aug-09,396.99,5.04,5.74,0.75,0.63,0
HAMILTON,OH,25021,FROZEN PIZZA,02-Sep-09,458.89,5.33,5.9,0,0.33,0.22
HAMILTON,OH,25021,FROZEN PIZZA,09-Sep-09,370.54,6.01,6.16,0,0,0.11
HAMILTON,OH,25021,FROZEN PIZZA,16-Sep-09,342.32,6.24,6.24,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,23-Sep-09,884.09,5.04,6.27,0.5,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,30-Sep-09,682.28,5.42,6.26,0.33,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,07-Oct-09,789.7,5.19,6.45,0,0.5,0
HAMILTON,OH,25021,FROZEN PIZZA,14-Oct-09,821.72,4.73,6.15,0.33,0.11,0.44
HAMILTON,OH,25021,FROZEN PIZZA,21-Oct-09,458.08,5.58,6.1,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,28-Oct-09,312.35,6.09,6.09,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,04-Nov-09,221.48,6.09,6.09,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,11-Nov-09,420.19,6.08,6.08,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,18-Nov-09,619.5,5.54,6.29,0.38,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,25-Nov-09,613.46,5.31,6.05,0,0.25,0.13
HAMILTON,OH,25021,FROZEN PIZZA,02-Dec-09,545.94,5.28,6.06,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,09-Dec-09,458.94,6.04,6.04,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,16-Dec-09,686.63,5.33,6.03,0.38,0,0
HAMILTON,OH,25021,FROZEN PIZZA,23-Dec-09,520.65,5.44,6.07,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,30-Dec-09,502.39,5.46,6.07,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,06-Jan-10,1318.35,4.65,6.07,0.67,0.44,0
HAMILTON,OH,25021,FROZEN PIZZA,13-Jan-10,1160.52,4.66,6.07,0.33,0.22,0.22
HAMILTON,OH,25021,FROZEN PIZZA,20-Jan-10,533.24,5.29,6.07,0,0.11,0.33
HAMILTON,OH,25021,FROZEN PIZZA,27-Jan-10,487.28,5.28,6.14,0.43,0,0
HAMILTON,OH,25021,FROZEN PIZZA,03-Feb-10,301.6,6.04,6.04,0,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,10-Feb-10,442.83,5.99,5.99,0,0.13,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Feb-10,441.72,6.02,6.02,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Feb-10,275.01,5.96,5.96,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,03-Mar-10,359.22,5.45,5.99,0.33,0,0.22
HAMILTON,OH,25021,FROZEN PIZZA,10-Mar-10,1087.15,5.14,6.07,0.38,0.13,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Mar-10,282.81,4.52,6.36,0.75,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Mar-10,852.03,5.27,6.2,0.38,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,31-Mar-10,858.56,5.23,6.07,0.33,0.22,0
HAMILTON,OH,25021,FROZEN PIZZA,07-Apr-10,779.92,5.29,5.99,0.3,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,14-Apr-10,370.32,5.64,5.97,0,0.1,0.2
HAMILTON,OH,25021,FROZEN PIZZA,21-Apr-10,449.99,5.67,6.02,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,28-Apr-10,323.75,6.02,6.02,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,05-May-10,522.55,5.62,5.97,0.33,0,0
HAMILTON,OH,25021,FROZEN PIZZA,12-May-10,565.86,5.75,6.07,0,0.09,0.18
HAMILTON,OH,25021,FROZEN PIZZA,19-May-10,289.45,6.04,6.08,0,0,0.09
HAMILTON,OH,25021,FROZEN PIZZA,26-May-10,222.66,5.95,5.95,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,02-Jun-10,204.26,6.02,6.02,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,09-Jun-10,403.95,5.97,5.97,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,16-Jun-10,677.67,5.44,5.96,0.27,0,0
HAMILTON,OH,25021,FROZEN PIZZA,23-Jun-10,428.81,5.11,6.09,0.5,0,0
HAMILTON,OH,25021,FROZEN PIZZA,30-Jun-10,129.2,5.75,5.75,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,07-Jul-10,372.72,5.87,5.87,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,14-Jul-10,598.98,5.19,5.85,0.3,0.3,0
HAMILTON,OH,25021,FROZEN PIZZA,21-Jul-10,348.45,5.61,5.83,0,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,28-Jul-10,280,5.78,6.04,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,04-Aug-10,328.66,5.84,6.1,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,11-Aug-10,619.44,5.85,6.09,0,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,18-Aug-10,667.92,4.85,6.01,0.43,0,0.43
HAMILTON,OH,25021,FROZEN PIZZA,25-Aug-10,686.67,4.94,6,0.38,0.38,0.38
HAMILTON,OH,25021,FROZEN PIZZA,01-Sep-10,441.77,5.04,5.71,0,0.11,0.22
HAMILTON,OH,25021,FROZEN PIZZA,08-Sep-10,815.27,5.26,5.86,0,0.3,0
HAMILTON,OH,25021,FROZEN PIZZA,15-Sep-10,608.69,5.27,5.87,0,0.1,0.2
HAMILTON,OH,25021,FROZEN PIZZA,22-Sep-10,623.58,5.2,5.98,0.33,0.33,0.11
HAMILTON,OH,25021,FROZEN PIZZA,29-Sep-10,287.67,4.58,5.97,0.3,0.3,0.4
HAMILTON,OH,25021,FROZEN PIZZA,06-Oct-10,599.04,4.43,5.97,0.3,0.2,0.6
HAMILTON,OH,25021,FROZEN PIZZA,13-Oct-10,1131.64,4.93,5.88,0.3,0.1,0.3
HAMILTON,OH,25021,FROZEN PIZZA,20-Oct-10,776.75,4.52,5.75,0.38,0.25,0.38
HAMILTON,OH,25021,FROZEN PIZZA,27-Oct-10,480.19,5.11,5.98,0.27,0.45,0.27
HAMILTON,OH,25021,FROZEN PIZZA,03-Nov-10,456.04,5.11,5.88,0.27,0.18,0.18
HAMILTON,OH,25021,FROZEN PIZZA,10-Nov-10,668.49,5.62,5.76,0,0,0.22
HAMILTON,OH,25021,FROZEN PIZZA,17-Nov-10,460.84,5.66,5.66,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Nov-10,611.13,5.02,5.58,0.38,0,0
HAMILTON,OH,25021,FROZEN PIZZA,01-Dec-10,455.25,4.92,5.47,0.38,0.38,0
HAMILTON,OH,25021,FROZEN PIZZA,08-Dec-10,1157.16,4.93,5.77,0,0.27,0.18
HAMILTON,OH,25021,FROZEN PIZZA,15-Dec-10,835.01,4.96,5.77,0.55,0,0.18
HAMILTON,OH,25021,FROZEN PIZZA,22-Dec-10,688.5,5.67,5.67,0,0.1,0
HAMILTON,OH,25021,FROZEN PIZZA,29-Dec-10,688.67,5.78,5.76,0,0.3,0
